id;fecha;temp;feelslike;dew;humidity;precip;precipprob;windgust;windspeed;winddir;cloudcover;visibility;conditionsDay
6388;14/01/2026 12:00;11.2;10.4;3.4;75.6;0.0;6;18.6;6.6;209;61.3;8.2;partly-cloudy
6389;14/01/2026 12:00;10.9;10.4;3.8;73.2;0.0;12;7.3;4.7;297;24.9;11.9;clear
6390;14/01/2026 12:00;10.4;9.9;4.5;71.8;0.0;9;12.3;9.8;286;36.9;13.8;partly-cloudy
6392;14/01/2026 12:00;9.5;8.8;3.3;62.0;0.0;6;21.5;8.3;257;54.0;12.5;partly-cloudy
6393;14/01/2026 12:00;10.7;9.8;4.1;65.6;0.0;18;13.2;11.5;297;47.3;10.5;partly-cloudy
6394;14/01/2026 12:00;11.2;10.6;4.1;64.7;0.0;3;15.0;9.9;235;60.1;12.8;partly-cloudy
6396;14/01/2026 12:00;10.2;9.5;4.0;75.1;0.0;2;13.4;5.2;212;54.6;13.6;partly-cloudy
6397;14/01/2026 12:00;10.3;9.9;4.4;72.4;0.0;1;11.4;9.9;278;45.8;12.8;partly-cloudy
6399;14/01/2026 12:00;11.2;10.8;4.4;64.8;0.0;9;16.2;9.3;245;46.0;7.5;partly-cloudy
6400;14/01/2026 12:00;10.4;10.0;4.3;74.2;0.0;21;13.7;10.1;252;64.4;12.9;partly-cloudy
6401;14/01/2026 12:00;11.6;10.7;3.1;67.6;0.0;12;16.7;9.3;299;55.6;13.2;partly-cloudy
6402;14/01/2026 12:00;10.6;9.9;4.1;73.7;0.0;0;15.6;11.2;298;27.0;13.6;clear
6502;14/01/2026 12:00;10.8;10.5;4.2;71.4;0.0;0;17.2;10.9;274;63.2;8.4;partly-cloudy
11016;14/01/2026 12:00;10.7;10.0;4.6;71.7;0.0;15;12.4;4.7;238;49.2;10.0;partly-cloudy
6404;14/01/2026 12:00;10.0;9.5;4.4;58.9;0.0;5;15.7;7.5;250;66.0;13.8;partly-cloudy
6406;14/01/2026 12:00;11.1;10.4;3.9;68.3;0.0;2;15.3;12.0;270;66.8;9.9;partly-cloudy
6407;14/01/2026 12:00;11.5;11.1;4.0;65.7;0.0;0;15.4;10.0;257;37.4;11.1;partly-cloudy
6408;14/01/2026 12:00;10.1;9.6;4.1;76.5;0.0;12;15.3;8.5;218;64.5;8.9;partly-cloudy
6409;14/01/2026 12:00;11.2;10.6;4.0;67.5;0.0;13;15.5;6.9;275;51.9;12.1;partly-cloudy
6410;14/01/2026 12:00;10.2;9.9;4.1;76.1;0.0;6;13.6;12.5;266;97.5;14.5;cloudy
6411;14/01/2026 12:00;11.0;10.6;4.7;67.4;0.0;1;15.1;9.5;211;57.9;12.7;partly-cloudy
10728;14/01/2026 12:00;10.6;9.9;3.5;73.4;0.0;24;11.6;8.1;209;13.9;13.9;clear
3431;14/01/2026 12:00;10.4;9.7;3.5;72.7;0.0;9;19.2;7.4;247;60.6;13.3;partly-cloudy
3529;14/01/2026 12:00;10.3;9.4;4.3;58.8;0.0;14;11.9;4.6;259;71.0;13.0;partly-cloudy
6414;14/01/2026 12:00;11.6;10.8;4.7;68.5;0.0;2;22.1;6.4;260;90.3;7.1;cloudy
6415;14/01/2026 12:00;10.8;10.1;3.8;67.6;0.1;11;15.3;8.0;298;60.6;15.3;partly-cloudy
9865;14/01/2026 12:00;9.8;9.1;4.0;72.1;0.1;12;11.1;6.6;221;41.8;11.2;partly-cloudy
3661;14/01/2026 12:00;11.2;10.3;3.8;56.8;0.0;14;13.6;5.9;275;30.9;7.9;partly-cloudy
11015;14/01/2026 12:00;9.6;9.0;3.9;60.8;0.0;20;15.6;12.2;265;57.0;12.3;partly-cloudy
10730;14/01/2026 12:00;11.0;10.3;4.2;72.4;0.0;13;14.0;11.2;245;79.9;9.9;partly-cloudy
10727;14/01/2026 12:00;10.3;9.7;3.3;60.2;0.0;0;13.5;11.7;225;67.0;10.3;partly-cloudy
10620;14/01/2026 12:00;9.5;8.9;3.7;69.0;0.0;23;15.1;6.8;242;49.0;10.8;partly-cloudy
10624;14/01/2026 12:00;11.5;10.6;4.4;73.6;0.0;17;14.2;5.6;270;54.9;15.0;partly-cloudy
10623;14/01/2026 12:00;10.4;9.9;4.1;78.1;0.0;11;15.1;7.5;202;27.8;13.3;clear
10622;14/01/2026 12:00;9.9;9.5;4.1;77.7;0.0;9;13.1;10.3;283;36.2;10.4;partly-cloudy
11018;14/01/2026 12:00;10.5;10.1;4.1;63.6;0.0;19;15.1;3.9;224;65.6;11.4;partly-cloudy
11302;14/01/2026 12:00;10.3;9.7;3.8;65.9;0.0;8;16.2;4.9;295;36.8;9.7;partly-cloudy
11303;14/01/2026 12:00;11.0;10.3;3.7;71.9;0.0;4;18.1;5.9;240;52.8;15.5;partly-cloudy
11304;14/01/2026 12:00;10.3;9.6;3.2;62.3;0.0;2;17.0;7.7;283;48.7;11.9;partly-cloudy
11306;14/01/2026 12:00;10.7;10.1;3.8;73.9;0.0;11;10.9;7.8;263;42.3;10.6;partly-cloudy
11305;14/01/2026 12:00;11.0;10.4;4.5;75.4;0.1;1;11.5;8.6;227;48.6;11.8;partly-cloudy
11307;14/01/2026 12:00;10.1;9.3;3.8;68.7;0.0;6;14.1;10.9;225;30.3;12.8;partly-cloudy
11309;14/01/2026 12:00;9.9;9.1;4.4;84.5;0.0;10;21.7;8.7;261;53.8;14.0;partly-cloudy
11310;14/01/2026 12:00;10.7;10.0;4.5;63.9;0.0;15;15.0;9.1;247;32.0;10.1;partly-cloudy
11311;14/01/2026 12:00;9.8;9.2;3.7;65.7;0.0;16;18.3;10.0;206;40.9;8.6;partly-cloudy
11312;14/01/2026 12:00;10.8;10.4;3.5;62.1;0.0;0;16.3;4.9;245;51.6;11.8;partly-cloudy
11316;14/01/2026 12:00;10.4;9.9;3.8;74.6;0.0;12;13.4;7.6;254;43.3;11.0;partly-cloudy
11317;14/01/2026 12:00;10.1;9.5;3.3;73.1;0.0;12;13.7;7.4;216;58.1;9.1;partly-cloudy
11315;14/01/2026 12:00;10.6;10.1;4.0;66.3;0.0;14;16.0;7.0;280;29.0;13.8;clear
11318;14/01/2026 12:00;10.0;9.2;4.4;67.5;0.0;16;15.4;11.4;281;38.1;14.3;partly-cloudy
11319;14/01/2026 12:00;10.6;9.7;4.2;71.6;0.1;0;13.8;9.8;253;32.3;9.9;partly-cloudy
6416;14/01/2026 12:00;10.2;9.2;3.7;81.0;0.0;14;12.1;6.0;261;34.2;10.0;partly-cloudy
6417;14/01/2026 12:00;10.7;9.8;3.9;64.6;0.0;13;19.1;4.1;228;19.2;13.6;clear
6418;14/01/2026 12:00;10.3;9.6;3.5;59.5;0.0;10;10.7;8.9;239;39.5;14.4;partly-cloudy
6419;14/01/2026 12:00;11.2;10.7;3.6;68.5;0.0;4;12.3;2.4;259;34.6;9.6;partly-cloudy
6495;14/01/2026 12:00;11.5;10.9;3.5;73.4;0.0;4;15.0;7.4;235;79.4;9.6;partly-cloudy
6421;14/01/2026 12:00;10.6;9.8;5.0;78.2;0.0;12;13.6;8.4;236;72.5;14.6;partly-cloudy
6422;14/01/2026 12:00;10.5;9.7;3.6;74.9;0.0;2;10.9;8.5;268;40.4;13.1;partly-cloudy
6423;14/01/2026 12:00;10.5;9.9;4.3;64.8;0.0;4;14.2;8.1;220;49.7;12.4;partly-cloudy
6424;14/01/2026 12:00;9.6;8.7;3.5;80.3;0.0;9;15.8;9.2;212;31.3;8.6;partly-cloudy
6425;14/01/2026 12:00;10.5;9.6;4.3;67.0;0.0;4;11.6;11.8;213;51.7;12.3;partly-cloudy
6426;14/01/2026 12:00;9.8;9.2;3.8;65.4;0.0;32;18.8;8.4;288;66.6;9.7;partly-cloudy
6428;14/01/2026 12:00;10.8;10.6;4.0;72.7;0.0;0;11.9;4.0;247;55.7;14.5;partly-cloudy
3805;14/01/2026 12:00;10.6;9.7;4.4;65.2;0.0;1;16.8;7.7;298;26.5;11.8;clear
6429;14/01/2026 12:00;11.2;10.6;4.2;77.3;0.0;8;17.1;2.7;292;50.0;11.4;partly-cloudy
6430;14/01/2026 12:00;10.9;9.9;3.4;79.7;0.0;10;18.1;8.1;280;26.1;12.3;clear
6431;14/01/2026 12:00;9.9;9.6;4.2;78.6;0.0;5;18.2;9.9;265;56.5;10.2;partly-cloudy
6432;14/01/2026 12:00;9.7;8.7;4.8;58.9;0.0;5;12.2;6.2;242;35.9;12.3;partly-cloudy
6497;14/01/2026 12:00;11.1;10.6;4.4;67.1;0.0;10;13.8;7.9;236;28.4;12.8;clear
6496;14/01/2026 12:00;11.2;10.3;4.3;81.0;0.0;15;8.9;8.4;209;51.9;8.4;partly-cloudy
6434;14/01/2026 12:00;10.7;10.0;3.6;65.5;0.0;0;15.7;7.2;294;51.2;8.2;partly-cloudy
6435;14/01/2026 12:00;9.7;8.7;4.2;62.9;0.0;11;12.9;6.2;270;34.4;14.0;partly-cloudy
3812;14/01/2026 12:00;10.4;9.9;3.8;71.0;0.0;4;15.4;5.4;269;59.3;13.4;partly-cloudy
6436;14/01/2026 12:00;10.1;9.4;4.2;73.6;0.0;10;14.2;3.7;218;66.6;11.8;partly-cloudy
6437;14/01/2026 12:00;10.1;9.5;4.3;69.6;0.0;0;9.0;6.0;215;56.1;12.5;partly-cloudy
6438;14/01/2026 12:00;10.7;10.2;4.1;65.2;0.0;4;20.9;7.2;239;71.4;15.8;partly-cloudy
6498;14/01/2026 12:00;10.3;9.5;3.4;84.5;0.0;20;17.5;9.1;268;43.0;17.0;partly-cloudy
3811;14/01/2026 12:00;10.6;9.9;3.9;72.0;0.0;11;17.5;9.0;270;20.4;11.2;clear
6440;14/01/2026 12:00;12.5;11.9;4.5;77.5;0.1;26;11.7;7.3;286;6.5;13.9;clear
6441;14/01/2026 12:00;10.6;9.5;4.1;73.3;0.0;5;13.8;11.0;282;44.2;13.1;partly-cloudy
6442;14/01/2026 12:00;10.2;9.8;4.3;77.5;0.0;11;12.1;10.1;273;68.7;10.2;partly-cloudy
6444;14/01/2026 12:00;10.8;10.1;4.1;59.0;0.0;13;16.8;1.5;251;22.7;11.4;clear
6445;14/01/2026 12:00;9.6;8.7;3.9;65.4;0.0;7;12.7;7.9;212;8.2;9.4;clear
6447;14/01/2026 12:00;10.1;9.7;3.5;63.7;0.0;6;16.9;8.8;262;61.3;14.5;partly-cloudy
6448;14/01/2026 12:00;9.4;9.2;4.1;82.9;0.0;5;16.6;10.4;202;45.8;10.5;partly-cloudy
6449;14/01/2026 12:00;10.1;9.2;4.2;63.7;0.0;7;13.9;8.7;240;37.5;10.9;partly-cloudy
6450;14/01/2026 12:00;9.3;8.5;3.1;56.2;0.0;16;14.6;6.8;255;30.6;13.7;partly-cloudy
6451;14/01/2026 12:00;11.5;10.6;4.4;69.8;0.0;7;13.8;7.6;276;56.6;9.3;partly-cloudy
6452;14/01/2026 12:00;11.2;10.6;3.7;74.5;0.0;10;10.5;7.4;255;63.4;12.4;partly-cloudy
10352;14/01/2026 12:00;10.0;9.3;4.4;66.6;0.0;27;13.5;8.3;290;67.4;13.2;partly-cloudy
10350;14/01/2026 12:00;10.9;10.1;3.4;70.8;0.0;10;16.9;6.5;207;58.4;12.5;partly-cloudy
10349;14/01/2026 12:00;10.2;9.5;4.0;70.6;0.0;0;12.6;5.8;244;62.7;13.7;partly-cloudy
10351;14/01/2026 12:00;9.6;8.6;3.6;70.3;0.0;0;11.5;9.2;251;52.8;13.0;partly-cloudy
10354;14/01/2026 12:00;10.4;9.8;4.1;75.0;0.0;11;11.2;9.7;233;62.7;13.4;partly-cloudy
10355;14/01/2026 12:00;11.5;11.1;4.3;65.3;0.0;22;15.0;7.6;239;54.3;11.6;partly-cloudy
6458;14/01/2026 12:00;10.9;10.0;4.6;72.6;0.0;19;12.3;7.8;235;47.3;10.5;partly-cloudy
10928;14/01/2026 12:00;9.2;8.8;4.0;59.7;0.0;8;18.8;7.9;272;54.3;13.2;partly-cloudy
6459;14/01/2026 12:00;10.7;10.0;4.9;72.1;0.0;21;17.3;6.2;274;72.0;12.9;partly-cloudy
10357;14/01/2026 12:00;10.4;10.0;3.9;70.9;0.0;11;15.7;4.2;249;53.6;14.6;partly-cloudy
10356;14/01/2026 12:00;10.1;9.3;4.2;65.5;0.0;13;14.4;6.8;274;46.3;12.4;partly-cloudy
11322;14/01/2026 12:00;10.3;9.5;3.8;52.7;0.0;12;12.0;8.6;269;42.3;11.8;partly-cloudy
6461;14/01/2026 12:00;10.9;10.5;4.3;71.7;0.0;9;10.5;7.5;282;77.2;12.5;partly-cloudy
10671;14/01/2026 12:00;10.5;9.6;3.8;76.7;0.0;23;16.9;5.9;202;43.7;13.9;partly-cloudy
10672;14/01/2026 12:00;10.0;9.6;4.9;66.6;0.0;10;13.6;9.9;281;44.0;7.2;partly-cloudy
10669;14/01/2026 12:00;10.7;10.2;3.6;77.0;0.0;12;13.5;12.2;211;49.6;13.6;partly-cloudy
10670;14/01/2026 12:00;8.8;8.2;3.2;63.0;0.0;15;13.6;5.4;219;44.7;12.9;partly-cloudy
10673;14/01/2026 12:00;10.2;9.6;4.1;81.6;0.0;0;11.0;8.5;210;66.3;12.5;partly-cloudy
10674;14/01/2026 12:00;11.0;9.8;4.4;88.4;0.0;15;10.9;9.5;207;19.1;13.2;clear
10675;14/01/2026 12:00;10.6;9.7;4.0;72.1;0.0;12;13.2;6.8;225;54.6;11.8;partly-cloudy
10677;14/01/2026 12:00;11.0;10.3;4.2;73.8;0.0;19;14.7;6.6;202;70.2;7.1;partly-cloudy
3809;14/01/2026 12:00;11.8;10.9;3.6;69.8;0.0;8;15.0;8.4;205;55.1;9.0;partly-cloudy
6464;14/01/2026 12:00;10.5;9.8;4.2;73.1;0.0;0;10.5;11.4;277;76.4;11.8;partly-cloudy
3557;14/01/2026 12:00;10.4;9.8;4.0;68.9;0.0;18;15.9;10.1;275;36.2;12.4;partly-cloudy
6469;14/01/2026 12:00;10.5;9.7;4.2;69.7;0.0;2;20.1;9.0;238;48.9;15.3;partly-cloudy
6470;14/01/2026 12:00;10.5;9.8;3.8;83.4;0.0;0;17.5;10.1;251;0.4;12.8;clear
6471;14/01/2026 12:00;10.9;10.0;3.7;61.6;0.0;28;9.0;9.4;251;45.8;12.3;partly-cloudy
6472;14/01/2026 12:00;10.5;9.8;4.0;61.9;0.0;13;16.6;8.2;224;32.8;14.8;partly-cloudy
6474;14/01/2026 12:00;10.4;9.8;4.4;72.4;0.0;13;16.1;10.4;269;32.8;10.7;partly-cloudy
6476;14/01/2026 12:00;10.9;9.9;4.0;68.5;0.0;13;18.5;9.1;231;76.0;12.1;partly-cloudy
6477;14/01/2026 12:00;10.6;9.8;3.7;62.7;0.0;9;15.9;5.7;214;46.2;9.8;partly-cloudy
6478;14/01/2026 12:00;10.1;9.4;3.9;73.7;0.0;13;15.6;7.4;251;46.0;14.2;partly-cloudy
6479;14/01/2026 12:00;10.8;10.3;3.8;80.1;0.0;16;10.8;8.1;256;50.9;13.0;partly-cloudy
6480;14/01/2026 12:00;11.2;10.8;4.5;71.9;0.0;7;18.0;9.1;275;66.5;12.1;partly-cloudy
6481;14/01/2026 12:00;11.0;10.3;4.2;80.3;0.0;14;14.3;4.6;282;70.7;15.7;partly-cloudy
6482;14/01/2026 12:00;9.4;8.9;3.8;59.6;0.0;4;12.0;6.0;233;71.9;13.2;partly-cloudy
3760;14/01/2026 12:00;11.0;10.3;3.4;74.8;0.1;11;14.6;8.2;261;53.2;12.5;partly-cloudy
6500;14/01/2026 12:00;9.7;8.7;4.5;69.1;0.0;8;18.0;5.1;282;30.9;11.5;partly-cloudy
6501;14/01/2026 12:00;10.8;10.1;3.5;60.8;0.0;6;17.8;6.7;206;70.9;12.9;partly-cloudy
10238;14/01/2026 12:00;10.2;9.6;3.7;64.5;0.0;18;14.4;5.5;262;61.1;11.5;partly-cloudy
10240;14/01/2026 12:00;10.7;10.0;3.2;59.3;0.0;10;14.0;8.4;262;61.6;15.1;partly-cloudy
10627;14/01/2026 12:00;10.6;9.9;4.0;67.2;0.0;12;8.9;9.5;290;22.0;13.2;clear
10632;14/01/2026 12:00;10.6;9.7;4.7;60.3;0.0;13;14.4;8.5;202;62.8;8.4;partly-cloudy
10635;14/01/2026 12:00;9.8;9.3;3.8;70.2;0.0;14;13.5;9.6;292;53.7;10.8;partly-cloudy
10636;14/01/2026 12:00;10.1;9.6;4.0;62.3;0.1;8;11.7;6.3;295;35.6;11.9;partly-cloudy
10631;14/01/2026 12:00;11.6;11.0;4.4;62.9;0.0;0;10.8;10.1;227;31.0;11.7;partly-cloudy
10628;14/01/2026 12:00;10.3;9.4;4.2;66.2;0.0;5;17.3;10.5;230;58.4;12.2;partly-cloudy
10629;14/01/2026 12:00;10.1;9.3;4.5;73.3;0.0;3;13.8;6.9;275;55.3;10.8;partly-cloudy
10630;14/01/2026 12:00;9.7;9.0;4.2;72.6;0.0;18;14.0;12.2;236;59.7;14.8;partly-cloudy
10633;14/01/2026 12:00;9.4;9.1;4.3;70.9;0.0;24;19.7;8.9;252;45.9;7.7;partly-cloudy
10634;14/01/2026 12:00;9.4;8.7;5.1;68.2;0.0;5;17.2;7.6;277;21.2;12.4;clear
10960;14/01/2026 12:00;10.5;9.5;4.6;72.2;0.0;10;19.5;11.5;240;45.1;10.7;partly-cloudy
10959;14/01/2026 12:00;10.4;9.6;3.7;61.4;0.0;8;17.1;7.2;254;65.4;8.4;partly-cloudy
10958;14/01/2026 12:00;10.7;10.1;3.7;64.1;0.0;0;13.5;9.1;267;21.5;14.0;clear
11142;14/01/2026 12:00;10.6;10.2;3.9;66.0;0.0;4;20.1;9.5;232;63.8;13.7;partly-cloudy
11143;14/01/2026 12:00;11.2;10.3;4.0;69.4;0.0;10;10.5;9.1;238;76.5;10.7;partly-cloudy
11260;14/01/2026 12:00;9.6;8.7;3.6;72.4;0.1;17;16.1;9.6;242;55.0;11.1;partly-cloudy
11258;14/01/2026 12:00;10.9;10.3;4.3;70.4;0.0;0;14.7;11.8;238;68.6;13.9;partly-cloudy
11266;14/01/2026 12:00;11.1;10.3;3.7;76.0;0.0;1;14.9;10.3;228;24.5;13.2;clear
11267;14/01/2026 12:00;9.7;9.1;4.4;67.8;0.0;7;15.8;6.2;207;79.3;12.5;partly-cloudy
11268;14/01/2026 12:00;11.2;10.2;3.8;70.2;0.0;16;12.7;7.7;282;78.4;9.3;partly-cloudy
11270;14/01/2026 12:00;10.1;9.3;3.9;69.5;0.0;4;14.6;6.6;294;66.3;14.5;partly-cloudy
11269;14/01/2026 12:00;11.2;10.7;4.3;69.4;0.0;11;18.3;8.4;214;48.9;15.6;partly-cloudy
11289;14/01/2026 12:00;10.6;9.7;4.1;62.4;0.0;12;15.1;5.7;243;90.6;13.7;cloudy
11291;14/01/2026 12:00;10.9;10.4;3.7;74.7;0.0;4;17.8;9.1;292;41.3;12.2;partly-cloudy
11293;14/01/2026 12:00;10.2;9.8;4.2;68.5;0.0;19;12.1;6.6;291;38.5;12.7;partly-cloudy
11287;14/01/2026 12:00;10.5;9.8;3.6;60.5;0.0;3;15.6;9.8;278;22.1;12.6;clear
11288;14/01/2026 12:00;10.5;9.6;4.2;78.0;0.0;5;14.2;3.4;232;26.7;7.1;clear
11297;14/01/2026 12:00;11.2;10.4;3.8;71.9;0.0;6;15.2;7.0;212;23.6;16.9;clear
11296;14/01/2026 12:00;11.1;10.3;4.1;60.3;0.0;26;15.8;8.0;252;48.1;10.5;partly-cloudy
11300;14/01/2026 12:00;10.6;9.9;4.5;72.8;0.0;8;17.9;7.4;234;57.8;9.5;partly-cloudy
11299;14/01/2026 12:00;10.3;9.4;4.8;66.3;0.0;14;15.8;10.3;253;45.1;15.7;partly-cloudy
6483;14/01/2026 12:00;10.4;10.1;3.6;76.6;0.0;19;15.3;4.7;243;61.4;12.9;partly-cloudy
6484;14/01/2026 12:00;10.9;10.2;4.7;64.9;0.0;5;16.3;6.1;279;40.1;11.5;partly-cloudy
6485;14/01/2026 12:00;10.5;9.6;3.9;65.1;0.0;24;13.9;8.1;277;52.2;9.9;partly-cloudy
6486;14/01/2026 12:00;11.0;10.4;4.0;74.8;0.0;17;13.0;8.9;215;55.1;10.6;partly-cloudy
6487;14/01/2026 12:00;9.6;8.9;4.1;67.2;0.0;13;14.8;5.5;210;60.4;12.1;partly-cloudy
6488;14/01/2026 12:00;11.6;10.7;3.8;81.9;0.0;14;16.3;4.3;281;18.2;9.8;clear
6489;14/01/2026 12:00;11.5;10.8;4.1;76.9;0.0;21;17.2;9.8;285;54.0;10.7;partly-cloudy
6490;14/01/2026 12:00;9.8;9.3;4.5;73.6;0.0;23;17.3;8.8;226;76.5;10.1;partly-cloudy
10780;14/01/2026 12:00;10.8;10.2;4.2;80.8;0.0;10;17.6;9.9;238;92.5;13.6;cloudy
10893;14/01/2026 12:00;10.5;9.7;4.3;63.0;0.0;15;11.0;9.9;272;45.6;11.7;partly-cloudy
10894;14/01/2026 12:00;10.3;9.7;4.5;70.0;0.0;13;12.8;6.7;278;66.9;14.1;partly-cloudy
10895;14/01/2026 12:00;9.8;9.1;4.0;67.9;0.0;18;9.0;9.6;201;84.8;13.6;cloudy
10896;14/01/2026 12:00;10.6;9.4;3.8;63.0;0.0;1;16.7;4.1;211;47.0;9.8;partly-cloudy
10897;14/01/2026 12:00;11.0;10.2;3.7;70.0;0.0;10;17.5;7.4;296;34.3;11.9;partly-cloudy
10898;14/01/2026 12:00;10.9;10.3;4.0;59.6;0.0;8;10.5;10.0;230;50.1;13.3;partly-cloudy
10899;14/01/2026 12:00;11.3;10.1;3.7;66.4;0.0;3;12.6;8.4;229;59.2;13.6;partly-cloudy
10903;14/01/2026 12:00;9.5;8.7;4.1;69.0;0.0;15;14.6;9.0;258;21.5;14.6;clear
10904;14/01/2026 12:00;10.8;10.1;4.1;68.5;0.0;13;13.1;8.2;244;52.0;12.6;partly-cloudy
10907;14/01/2026 12:00;9.3;8.7;4.5;58.9;0.0;15;10.3;7.1;227;57.7;12.2;partly-cloudy
10909;14/01/2026 12:00;10.1;9.4;3.6;69.1;0.0;8;18.4;7.8;202;85.1;12.6;cloudy
10912;14/01/2026 12:00;11.0;10.3;4.1;63.9;0.0;15;14.0;8.2;219;65.1;12.2;partly-cloudy
10913;14/01/2026 12:00;11.4;10.8;4.4;72.0;0.0;14;17.3;9.3;271;34.6;11.7;partly-cloudy
10911;14/01/2026 12:00;9.5;9.0;3.9;62.6;0.0;3;12.2;7.7;243;51.9;16.9;partly-cloudy
10916;14/01/2026 12:00;10.3;9.5;4.0;71.2;0.0;11;9.2;8.9;246;35.8;11.7;partly-cloudy
10917;14/01/2026 12:00;10.6;9.8;4.2;71.2;0.0;23;14.9;4.7;278;52.7;11.6;partly-cloudy
10919;14/01/2026 12:00;9.6;8.3;4.3;68.6;0.0;5;15.9;8.9;253;42.7;11.2;partly-cloudy
10933;14/01/2026 12:00;10.7;10.0;4.5;78.4;0.0;7;14.1;10.2;277;88.5;13.2;cloudy
10936;14/01/2026 12:00;11.7;11.4;3.8;60.9;0.1;22;12.2;10.4;277;36.7;11.3;partly-cloudy
10938;14/01/2026 12:00;11.0;10.5;4.2;80.3;0.0;11;16.4;6.4;252;32.3;9.8;partly-cloudy
10939;14/01/2026 12:00;9.7;9.2;4.1;76.0;0.0;12;12.2;9.0;269;33.2;11.9;partly-cloudy
10934;14/01/2026 12:00;9.8;9.0;4.2;72.2;0.1;3;14.7;7.6;269;61.4;10.1;partly-cloudy
10935;14/01/2026 12:00;11.4;10.5;3.8;61.2;0.0;27;14.0;6.2;290;45.3;11.2;partly-cloudy
9982;14/01/2026 12:00;10.3;9.7;3.5;73.9;0.0;2;16.0;4.8;262;56.1;12.4;partly-cloudy
9983;14/01/2026 12:00;10.0;9.1;3.9;64.0;0.0;4;16.8;10.9;268;56.8;10.9;partly-cloudy
10163;14/01/2026 12:00;10.4;9.7;3.8;70.5;0.0;14;12.1;5.3;262;51.2;8.8;partly-cloudy
10164;14/01/2026 12:00;11.8;11.2;4.1;78.5;0.0;0;14.1;6.4;260;29.5;11.8;clear
10162;14/01/2026 12:00;10.3;9.8;4.1;70.8;0.0;15;11.3;11.5;208;51.1;15.2;partly-cloudy
10778;14/01/2026 12:00;10.4;9.7;4.1;70.4;0.0;9;13.9;2.1;299;40.6;10.5;partly-cloudy
10776;14/01/2026 12:00;10.3;9.7;4.3;61.4;0.0;0;11.8;7.3;278;69.8;13.9;partly-cloudy
10775;14/01/2026 12:00;10.1;9.7;4.1;66.9;0.0;15;14.2;7.0;227;23.0;13.9;clear
6491;14/01/2026 12:00;11.0;10.1;3.5;72.3;0.0;25;11.5;7.9;272;47.3;15.1;partly-cloudy
6492;14/01/2026 12:00;10.9;10.3;4.4;71.8;0.0;14;17.8;4.3;215;45.3;12.6;partly-cloudy
6493;14/01/2026 12:00;10.1;9.4;3.9;71.0;0.0;14;15.9;10.3;228;75.2;13.8;partly-cloudy
11154;14/01/2026 12:00;10.5;9.6;3.9;65.8;0.0;11;12.7;7.8;260;53.9;8.4;partly-cloudy
11153;14/01/2026 12:00;10.1;9.4;3.3;65.6;0.0;7;14.0;8.8;200;24.7;10.1;clear
11155;14/01/2026 12:00;12.2;11.5;2.9;74.7;0.0;10;12.9;7.5;291;46.5;15.3;partly-cloudy
11144;14/01/2026 12:00;10.8;9.9;4.7;70.8;0.0;12;17.4;6.4;292;87.4;8.8;cloudy
11149;14/01/2026 12:00;10.9;10.2;4.1;65.9;0.0;14;18.3;8.3;215;48.7;12.6;partly-cloudy
11188;14/01/2026 12:00;11.1;10.5;4.3;69.0;0.0;23;13.2;8.3;227;47.4;14.2;partly-cloudy
11191;14/01/2026 12:00;10.3;9.7;4.3;71.8;0.1;2;18.7;5.2;266;54.2;11.9;partly-cloudy
11192;14/01/2026 12:00;10.5;9.7;3.8;72.9;0.0;16;18.5;6.9;286;50.2;12.1;partly-cloudy
11194;14/01/2026 12:00;10.6;9.8;3.6;63.2;0.1;10;12.4;9.0;271;25.1;9.3;clear
11199;14/01/2026 12:00;10.3;9.6;3.9;69.0;0.0;11;10.4;6.9;223;41.7;8.9;partly-cloudy
11200;14/01/2026 12:00;10.1;9.3;4.3;62.4;0.0;12;12.4;6.5;212;36.7;8.0;partly-cloudy
11202;14/01/2026 12:00;10.8;10.1;4.0;67.8;0.0;19;14.9;7.6;256;84.9;12.8;cloudy
11201;14/01/2026 12:00;10.7;10.1;4.6;76.8;0.0;8;20.0;9.1;260;20.4;10.2;clear
11195;14/01/2026 12:00;9.8;9.4;4.3;72.5;0.0;14;7.8;8.6;292;24.9;12.4;clear
11196;14/01/2026 12:00;10.8;10.2;3.5;69.3;0.0;13;13.1;5.0;246;48.9;12.5;partly-cloudy
11189;14/01/2026 12:00;10.5;10.0;4.2;69.1;0.0;0;9.5;7.0;201;65.7;12.1;partly-cloudy
11150;14/01/2026 12:00;10.3;9.6;4.0;66.6;0.0;6;14.9;2.9;232;55.5;13.8;partly-cloudy
11145;14/01/2026 12:00;9.7;9.3;3.9;74.1;0.0;8;16.3;10.1;237;58.5;13.3;partly-cloudy
11140;14/01/2026 12:00;10.3;9.3;3.5;82.2;0.0;20;15.2;7.6;253;78.9;12.1;partly-cloudy
11139;14/01/2026 12:00;10.4;9.7;4.4;76.0;0.0;2;18.9;7.9;201;63.8;12.6;partly-cloudy
11281;14/01/2026 12:00;10.9;10.1;4.2;70.0;0.0;0;14.6;9.5;209;85.1;11.9;cloudy
11280;14/01/2026 12:00;10.3;9.7;3.9;69.4;0.0;14;14.9;11.1;286;47.3;12.7;partly-cloudy
11141;14/01/2026 12:00;11.2;10.5;3.8;66.9;0.0;16;16.8;8.5;297;49.4;11.3;partly-cloudy
